SYM|$	0.04286807326686761
VAUX|SYM	0.03288894041270577
VAUX|VAUX	0.022353350336192904
VM|VAUX	0.050222582888940416
NN|VM	0.04376304196614885
PRP|NN	0.024089960584280083
PSP|PRP	0.010806862972408996
NN|PSP	0.11520751217250173
PSP|NN	0.06421516345930907
CC|NN	0.016114073730581963
SYM|CC	0.0042499420357060055
DEM|NN	0.013957801993971713
PSP|DEM	0.0032599118942731277
JJ|NN	0.044187340598191516
PSP|JJ	0.024191977741711106
NNP|PSP	0.007380013911430559
PRP|JJ	0.009079527011361001
CC|PRP	0.013927660561094365
VAUX|CC	0.011618363088337583
JJ|VM	0.021110595872942266
RB|PRP	0.0006468815209830745
QC|NN	0.008451194064456295
JJ|QC	0.0003987943426849061
VM|JJ	0.0015882216554602366
QC|PSP	0.003872014838859263
NST|QC	0.0003732900533271505
VM|SYM	0.021152330164618593
NN|JJ	0.011887317412473916
CC|JJ	0.007335961047994435
NN|CC	0.01112682587526084
SYM|JJ	0.0033572919081845585
NN|SYM	0.009413401344771621
RB|NN	0.0011152330164618594
NN|RB	0.0011013215859030838
PSP|NNP	0.001627637375376768
VM|PSP	0.012422907488986784
RP|PSP	0.0008068629724089961
SYM|RP	0.000472988638998377
PSP|QC	0.00554602364943195
VAUX|PSP	0.0010990030141432878
NN|PRP	0.005926269418038488
NN|NN	0.016197542313934617
PSP|PSP	0.012742870391838627
SYM|NNP	0.0009784372826338976
QF|JJ	0.0021980060282865755
PSP|QF	0.0043310920472988635
QF|NN	0.006784140969162996
DEM|QF	0.0003176443310920473
NN|DEM	0.0014143287734755391
RP|NN	0.005084627869232553
QC|RP	0.0009227915603987944
XC|VAUX	0.00010433572919081845
NEG|XC	3.709714815673545e-05
NST|NEG	0.0001414328773475539
NN|NST	0.0009181544168792024
PRP|RP	0.004015766287966613
PRP|PRP	0.008485972640853235
VM|CC	0.010415024345003477
CC|QC	0.0013888244841177835
QC|CC	0.0005332715047530721
QO|NN	0.001349408764201252
PSP|QO	0.0005819615117087874
RP|VM	0.0038975191282170185
NN|RP	0.005977277996753999
PSP|VM	0.01501738928819847
NST|NN	0.0020078831439833064
PRP|NST	0.0018826802689543242
QF|VM	0.00148852306978901
VM|NN	0.0027011361001623
VM|PRP	0.003044284720612103
RP|JJ	0.003174124739160677
QF|RP	0.0008694644099234871
PRP|QF	0.0017876188268026896
XC|SYM	0.0031463018780431254
SYM|XC	0.0028147461163923024
JJ|XC	0.0012682587526083933
NST|PSP	0.0016600973800139115
PSP|NST	0.00650591235798748
XC|QC	0.0014421516345930906
NEG|VM	0.007788082541154649
NN|NEG	0.004430790632970091
XC|NNP	0.004551356364479481
RP|CC	0.000405750057964294
NST|VM	0.0022606074658010665
DEM|PRP	0.00018548574078367726
SYM|DEM	0.0013378159054022723
VAUX|NN	0.0013818687688383956
PSP|SYM	0.0035288662184094596
CC|NST	0.0004127057732436819
SYM|NN	0.008562485508926502
NNP|SYM	0.0010364015766287967
XC|XC	0.0021354045907720845
NST|PRP	0.0011940644562949223
PRP|DEM	0.0020009274287039183
PSP|CC	0.0016763273823324832
PRP|VM	0.00487363783909112
RP|PRP	0.0024507303501043356
PSP|RP	0.003841873405981915
QF|PRP	0.00018780431254347322
DEM|JJ	0.0009343844191977742
NN|QF	0.0015998145142592163
SYM|PRP	0.007141201020171574
RB|PSP	0.00047762578251796896
QF|RB	5.332715047530721e-05
XC|NN	0.006343612334801762
PSP|XC	0.002949223278460468
PRP|NEG	0.0006329700904242986
PRP|PSP	0.004792487827498261
QF|DEM	0.00011361001623000232
RB|QF	0.00017853002550428937
NNP|PRP	0.0002225828889404127
CC|CC	0.0007349872478553211
NNP|JJ	0.0003199629028518433
CC|XC	0.0016786459540922792
VM|XC	0.00035706005100857874
VM|NST	8.11500115928588e-05
RP|QC	0.0006538372362624623
NST|NNP	0.00023881289125898448
VM|RP	0.0008022258288894041
INTF|NN	3.709714815673545e-05
PRP|INTF	0.00036169719452817066
VAUX|PRP	0.0030071875724553675
QC|JJ	0.0029399489914212844
NST|JJ	0.0009111987015998145
CC|NNP	0.0011013215859030838
PRP|XC	0.0011639230234175748
JJ|JJ	0.0034778576396939484
WQ|PRP	0.00024113146301878044
CC|WQ	0.0003732900533271505
CC|DEM	0.002376536053790865
QF|NEG	0.00021099003014143287
NN|QC	0.0028147461163923024
SYM|PSP	0.0015650359378622768
NN|XC	0.0017203802457686065
PSP|NEG	0.0010526315789473684
NNP|VM	0.0008068629724089961
JJ|CC	0.0024484117783445396
NST|RP	0.0008903315557616508
VAUX|NST	7.651286807326686e-05
QC|VAUX	9.274287039183862e-06
NNP|NN	0.0012450730350104335
JJ|NEG	0.0018618131231161604
